index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,isScan
39,1-Jun-2011,Control multivariable de un sistema de generación de vapor,"Álvarez S., José G.",1.33 MB,http://saber.ucv.ve/handle/10872/64,http://saber.ucv.ve/bitstream/10872/64/1/TEG%20CONTROL%20MULTIVARIABLE%20SGV%20.pdf,"Las estrategias de control típicas para calderas presentan un tiempo de respuesta
relativamente largo, a causa de la interacción entre las variables. Si se sustituyeran estas estrategias por una estrategia de control basada en modelos como el modelo simplificado de control predictivo (SMPC), que toma en cuenta la interacción, se podría reducir el tiempo de respuesta y lograr un consumo más eficiente del combustible. El algoritmo de control SMPC, fue desarrollado en un libro de Excel® usando los modelos dinámicos obtenidos de una simulación matemática de una caldera acuatubular. Para la optimización de los parámetros de ajuste del algoritmo se utilizó la herramienta Solver© con la condición de IAE mínimo. Las estrategias de control típicas fueron desarrolladas en Matlab/Simulink® ajustando manualmente los parámetros de los controladores. Se plantearon tres modelos de control con el algoritmo SMPC: el primero un sistema de orden 3 (3×3), el segundo con la variable nivel como un lazo de control independiente y las demás variables controladas en un sistema 2×2. Finalmente se planteó el control por lazos simples de las variables, siendo este último el que presentó el menor índice de desempeño, sin embargo, la diferencia entre los índices de este modelo y el segundo es menor al 10%, por lo cual podría utilizarse cualquiera de los dos. Los resultados obtenidos muestran que el modelo de control basado en SMPC reduce entre un 7% y un 90% el tiempo de respuesta en comparación con las estrategias típicas de control. En cuanto al consumo de combustible se obtuvo que el modelo de control basado en SMPC y las estrategias de control típicas tenían un consumo equivalente para cada tipo de prueba, por lo cual no se tuvo ninguna mejora en el mismo.",thesis_pdf/39.pdf,False
40,1-Jun-2011,“Una metodología para la evaluación integral de las luminarias de la Ciudad Universitaria de Caracas”,"Badin C., Atias O.; Vieira M., Alexis M.",17.49 MB,http://saber.ucv.ve/handle/10872/70,http://saber.ucv.ve/bitstream/10872/70/1/Una%20Metodologia%20para%20la%20evaluacion%20integral%20de%20luminarias.pdf,"El Trabajo tiene como objeto dar inicio a un proceso sistemático de registro y evaluación de las Luminarias ubicadas en la Ciudad Universitaria de Caracas. Este Registro se desarrolló siguiendo una serie de tareas que pueden servir de base para registros ulteriores. Se investigó sobre el tipo de Luminaria que el Consejo de Preservación y
Desarrollo de la Universidad Central de Venezuela ( COPRED ) decidió registrar,
en cuanto a planos o reportes de inventarios se refiere, a continuación se procedió
con la elaboración del instrumento de inventario, mediante las Planillas Registro,
las cuales permiten recopilar una serie de información cuantitativa y cualitativa de
las Luminarias. Una vez elaborada la Planilla, se procedió a llenar la misma
mediante un trabajo de campo, efectuado a cada una de las Luminarias ubicadas en las Avenidas, Calles, Estacionamientos y algunas Áreas Verdes de la Ciudad Universitaria de Caracas. Por otra parte se llevó a cabo un Registro Fotográfico a las Luminarias correspondientes en este Trabajo. Una vez concluido el Registro, se realizó el estudio Estadístico de las Avenidas, Calles, Estacionamientos y Áreas Verdes registradas en este inventario. De igual forma se elaboro la Estadística global de Avenidas, Calles,
Estacionamientos y Áreas Verdes para obtener un criterio mas formal de evaluación del estado de conservación de las Luminarias.
Al finalizar la Estadística se elaboró un Cuadro Resumen de las gráficas mas
resaltantes o importantes de todo este estudio. El análisis de producto de los
valores obtenidos por el estudio Estadístico, contó con las planillas de Fotometria Móvil para medir el lux promedio, en particular de la Avenida 21 de Noviembre. Las conclusiones y recomendaciones referentes a este Trabajo, conducen a plantear, la poda de árboles, el cambio de briseras, el reemplazo de Lámparas, la reparación de postes, la desincorporación de Luminaria, etc. Al final se presenta
un plano que muestra la ubicación de todas las Luminarias incluidas en esta investigación.",thesis_pdf/40.pdf,False
41,3-Jun-2011,"Análisis y evaluación técnica de la implantación del software Drill & Blast de mincom a las operaciones de perforación y voladura de la mina Paso Diablo, Municipio Páez, Estado Zulia","Castillo S., Bladimir J.",5.83 MB,http://saber.ucv.ve/handle/10872/107,http://saber.ucv.ve/bitstream/10872/107/1/Trabajo%20Especial%20de%20Grado%20%28U%29.pdf,"El presente trabajo se ejecutó debido a la
búsqueda de la empresa Carbones del Guasare en tecnificar las operaciones de perforación y voladura de la mina Paso Diablo. Para obtener dicha tecnificación la empresa obtuvo un modulo de Mincom especializado en
operaciones de perforación y voladura denominado Module Drill & Blast. El análisis y evaluación técnica de este software y observar sus ventajas y desventajas corresponde al objetivo general para poder ejecutar dicho trabajo. Se establecieron los datos de control que corresponde a la situación actual de las operaciones de perforación y voladura de la mina Paso Diablo, en cuanto a la eficiencia de los equipos de perforación y la precisión de la ubicación de las perforaciones. Los cuales arrojaron los siguientes resultados:
• Productividad Promedio Diaria: 41.71 m/h
• Disponibilidad Física Promedio Diario: 76.16%
• Disponibilidad Mecánica Promedio Diario: 65.89%
• Utilización Disponibilidad Física Promedio Diario: 50.66%
• Media o Promedio de la Distancia de la Ubicación de las Perforaciones Reales a las Planificadas: 1.43 metros. Para poder comparar los datos de control se realizaron un serie de experimentos con cinco (5) voladuras planificadas con el software Drill & Blast. Los cuales arrojaron los siguientes resultados:
• Productividad Promedio Diaria: 41.46 m/h
• Disponibilidad Física Promedio Diario: 83.17%
• Disponibilidad Mecánica Promedio Diario: 78.69%
• Utilización Disponibilidad Física Promedio Diario: 65.67%
• Media o Promedio de la Distancia de la Ubicación de las Perforaciones Reales a las Planificadas: 0.21 metros. Se concluyó que la implantación de software no afecta la
productividad, ni la disponibilidad física de los equipos de perforación. En cambio los valores de disponibilidad mecánica y utilización de la disponibilidad física aumentan 1.55% y 4.66% de los valores promedio diario de los datos de control. Además se logra eliminar el tiempo de demora por marcación de patrón de perforación.
En cuanto a las ventajas del software se determino que: fácil generación del patrón de perforación; generación de tablas de coordenadas Geográficas (UTM); exportación e importación de datos con software, tales
como, Dispatch, Excel, Autocad, Software de Topografía, etc.; modelados de los mantos de carbón real, mediante la generación de tablas de distancias de profundidades; actualización de coordenadas de ubicación y cotas de los barrenos perforados mediante la importación de tablas; ubicación de la superficies de intersección dentro de los barrenos, tales como, mantos de carbón, taco, etc.; se puede establecer la distancia de protección del carbón al explosivo, con mucha precisión; las densidades de los materiales explosivos (Anfo, Super-Anfo, emulsiones, etc) y materiales no explosivos (taco, bolsas de aire, gas-bag, paraplug, etc) puede ser modificados e incluso introducidos; generación de tabla de carga de explosivo por barrenos, en distancia y kilogramos de explosivos; generación de los amarres de
superficie por barrenos y por líneas, empleando retardadores de superficie y
de fondo, cualesquiera sea su tiempo de retardo; determinación de tiempo de
detonación; importación y exportación directa con software de datos reales como Dispatch y Aquila; se puede llevar un inventario de las voladuras realizadas y por realizar, además de poder separar las voladuras por bloques
y por nivel de ubicación dentro de la mina.
En cuanto a las desventajas del software se determino que: el manejo del software merece de un entrenamiento previo y su uso no es muy sencillo; el software ocupa mucha capacidad de memoria en el disco duro del computador, además se requiere de un procesador superior a Pentium III, con tarjetas de video de tres dimensiones (recomendado); las fallas locales
presentes en la mina deforman los mantos modelados por el software; todos los matos de carbón deben ser modelados con los datos reales del campo, debido a que la base geología del software presenta muchos inconvenientes; las tablas de cargas de explosivos son de difícil generación y merecen de una programación avanzada.",thesis_pdf/41.pdf,False
42,3-Jun-2011,"Análisis del comportamiento de equipos utilizados en el sistema de levantamiento artificial bombeo de cavidades progresivas (BCP), en los Campos Bare y Arecuna de la unidad de extrapesado PDVSA – San Tomé.","Carrillo C., Andreína I.; González I., Carla J.",3.57 MB,http://saber.ucv.ve/handle/10872/103,http://saber.ucv.ve/bitstream/10872/103/1/TRABAJO%20DE%20ESPECIAL%20DE%20GRADO%20%28BCP%29.pdf,"Las bombas de cavidades progresivas (BCP), representan un método de levantamiento artificial versátil para la producción de crudos extrapesados. Uno de los problemas que presenta su aplicación es la baja eficiencia de bombeo, lo cual puede ser atribuida a diferentes factores, entre los más importantes están, bajo aporte de fluidos de
los pozos, el resbalamiento y alta presencia de gas, lo cual no sólo reduce la eficiencia
sino que adicionalmente reduce la vida útil de la bomba. El objetivo de esta investigación fue analizar el comportamiento de las diferentes marcas y tipos de BCP instaladas en los pozos de los yacimientos U1,3 MFB 53 y U1 MFA 33 en los Campos Bare y Arecuna respectivamente, para estimar así el potencial de dichos pozos mediante las curvas de comportamiento de afluencia (IPR),
determinando a su vez la eficiencia de las bombas instaladas y comparando las curvas
de eficiencia tanto en banco de prueba como en el pozo, para lograr la estandarización
en cuanto a caudal, levantamiento y eficiencia de las bombas en los campos estudiados. De los resultados obtenidos se establece, que para estos campos la eficiencia de las bombas instaladas es mayor si la velocidad de rotación está comprendida entre 70 y 100 revoluciones por minuto, si el nivel de sumergencia supera los 600 pies y si el diseño de completación del pozo es acorde a su potencial. Por otra parte, el análisis evidenció que de cinco marcas de bombas existentes en el área estudiada, las PCM y BMW son las de mayores rangos de eficiencia encontradas aun operando en pozos con alta presencia de gas.",thesis_pdf/42.pdf,False
43,3-Jun-2011,"Construcción de modelos geoestadísticos a escala centimétrica de facies heterolíticas, en las secciones informales C1 Y C2 de la formación oficina, Campo San Diego, Zuata (Edo. Anzoátegui)","Calderón V., Erick M.",9.04 MB,http://saber.ucv.ve/handle/10872/98,http://saber.ucv.ve/bitstream/10872/98/1/Tesis_Final.pdf,"La Formación Oficina es el yacimiento de hidrocarburos más importante de la Cuenca Oriental de Venezuela. Estudios realizados en esta formación han propuesto ambientes de depositación fluvio-deltaicos y marino someros que juntos conforman un extenso complejo deltaico con más de 3.000’ de espesor en promedio. Las unidades informales C1 y C2 de la Formación Oficina se encuentran en la parte basal de la secuencia, se caracterizan por intercalaciones de areniscas y lutitas de poco espesor y por la presencia de intervalos con discontinuidades granulométricas de menor escala. Estos intervalos reciben el nombre de facies heterolíticas. Basado en el estudio de más de 1000’ lineales de núcleos de los pozos LR-01, LR-02, LR-03, LR-04, LR-05 y LR-06 correspondientes a las unidades anteriormente
señaladas, se logró identificar un total de 18 facies sedimentarias (G, S1, S2, S3, Sc,
Sl, C, Ck, Cn, L, H1, H2, H3, Hb4, H5, H6,. H7 y H8) y se describieron tres (3)
subambientes sedimentarios (canales distributarios, abanicos de rotura y bahías
interdistributarias) relacionados de manera directa con acumulaciones de la llanura
deltaica inferior. Con el objeto de minimizar las incertidumbres de las evaluaciones petrofísicas, provocadas por las heterogeneidades de menor escala que afectan los yacimientos, se construyeron modelos tridimensionales (3D) de facies con el programa “SBED” de “Geomodeling Research Corporation”, que representan geométricamente cada una de las facies heterolíticas identificadas y simulan el comportamiento de los fluidos en la roca a partir de datos petrofísicos de porosidad y permeabilidad procesados estadísticamente. La simulación del comportamiento de los fluidos en cada modelo de facies heterolítica, arrojó valores de permeabilidad vertical (Kv) y horizontal (Kh) que permiten determinar la relación de permeabilidad Kv/Kh necesaria para el cálculo de reservas y el porcentaje de hidrocarburo recuperable del yacimiento.",thesis_pdf/43.pdf,False
44,3-Jun-2011,Una metodología para el diseño de una familia coherente de criterios para la selección de los sistemas de levantamiento artificial,"Carrillo L., Jesús A.",3.48 MB,http://saber.ucv.ve/handle/10872/102,http://saber.ucv.ve/bitstream/10872/102/1/Tesis%20JACL.PDF,"Durante mucho tiempo la industria petrolera ha dedicado grandes esfuerzos en seleccionar, cual será el mejor método de producción, que se requiere en un determinado pozo y/o yacimiento con el fin de lograr un máximo
recobro de hidrocarburos sin el peligro de agotar el yacimiento en forma prematura
y optimizar el costo de producción. Siguiendo los lineamientos establecidos por la
Universidad Pedagógica Experimental Libertador (UPEL) para la elaboración del
presente Trabajo Especial de Grado, la modalidad de investigación seleccionada,
es la de investigación Documental Bibliográfica, entendiéndose por esto, “...El
estudio de problemas con el propósito de ampliar y profundizar el conocimiento de
su naturaleza, con apoyo principalmente, en fuentes bibliográficas, documentales
y estadísticas. La originalidad del estudio se refleja en el enfoque, criterios,
conceptualizaciones, conclusiones, recomendaciones y en general en el
pensamiento del autor”. Es también un estudio de campo porque se le administrará un
cuestionario a especialistas en el área de ingeniería, específicamente a aquel personal
entrenado en lo referente a Sistemas de Levantamiento Artificial y estudios de
yacimientos, para complementar la información documental. Con el presente trabajo se
intenta proponer una Metodología para la determinación de una familia de criterios
en la selección de sistemas de Levantamiento Artificial, que le permita a la industria el logro de los objetivos de explotación de cada pozo de la manera más productiva, a los más bajos costos. En esta investigación se pretende realizar una evaluación de los diferentes Sistemas de Levantamiento Artificial empleados por la industria petrolera, en la unificación de criterios en el proceso señalado para proponer la metodología antes señalada, así como también, las diferentes procedimientos, programas o paquetes de computación usados para la selección de los sistemas de levantamiento.",thesis_pdf/44.pdf,False
45,3-Jun-2011,"Estudio microtectónico de la vertiente norte del Macizo Ávila, entre Punta Care y La Guaira, Estado Vargas","Bravo G., Argenis A.; Vilas B., Brian M.",14.97 MB,http://saber.ucv.ve/handle/10872/92,http://saber.ucv.ve/bitstream/10872/92/1/TEG%20Bravo%20%26%20Vilas%202002.pdf,"Este trabajo muestra el aporte de la microtectónica (herramienta de la geología
estructural) en la observación de una zona de 120 km2, comprendida entre las cuencas
de Punta Care al este y Piedra Azul (La Guaira) al oeste, en la vertiente norte del
macizo Ávila, Estado Vargas. A través de esta herramienta fue posible determinar estadísticamente la dirección del vector compresivo !1 en estructuras a escala de afloramiento, de muestra (mesoescala) y de secciones finas (microescala), para lo cual fue indispensable la recolección de muestras orientadas y un corte específico de las mismas debido a la necesidad de secciones finas orientadas para la búsqueda de microestructuras que revelaran direcciones de esfuerzo. La dirección general resultó ser NNO-SSE, con un leve declive hacia el SE, lo que se relaciona con el proceso geodinámico en macroescala actualmente activo, a saber, el movimiento relativo (transpresivo) de la
placa Caribe contra la placa Suramericana.
Los resultados del vector !1 y la orientación de las estructuras en las distintas
unidades litodémicas, indican un acomodo de tipo dextral que obedece a las particularidades de gran escala y contribuye a reforzar el concepto de partición de
esfuerzos, aunque existen variaciones leves del vector a escala de afloramiento y de
sección fina, las cuales son atribuidas a las características geológicas del entorno y la
escala de trabajo. Se agrega información tectónico-estructural con indicadores de esfuerzo compresivo en cada estación, en un mapa a escala 1:50.000.",thesis_pdf/45.pdf,False
46,3-Jun-2011,Desarrollo y prueba de una metodología de simulación basada en algoritmos genéticos,"Calderón M., Imanaida",3.07 MB,http://saber.ucv.ve/handle/10872/97,http://saber.ucv.ve/bitstream/10872/97/1/TESIS.pdf,"El presente Trabajo Especial de Grado se realizó con el principal objetivo de desarrollar y probar una metodología sistemática que permite caracterizar cualquier acumulación de hidrocarburos, utilizando los conocimientos y herramientas disponibles en el área de geoestadística y algoritmos genéticos, los cuales vinculados entre sí, reproduciràn la descripción estática y el comportamiento dinámico de la acumulación seleccionada. Dicha metodología está compuesta básicamente por dos partes:
El enfoque geoestadístico; representa la descripción de las características estáticas de la acumulación (roca y fluido) basada en el modelo geológico y sedimentológico de la
misma. Para esto se caracterizaron con Técnicas Geoestadísticas las facies sedimentarias, la porosidad y la permeabilidad, tomando en cuenta la variabilidad de la continuidad espacial de dichas propiedades y utilizando la simulación estocástica como principal herramienta para la determinación de los valores desconocidos.
El enfoque genético; representa el motor o guía para la selección de las propiedades
arriba descritas en cada punto de la acumulación por medio de un procedimiento que
garantice una combinación válida, que tenga sentido físico, que represente la combinación
más probable y que a la vez honre los datos dinámicos de la acumulación. Se utilizó el simulador numérico ECLIPSE como herramienta para reproducir el comportamiento dinámico de la acumulación, en donde el cotejo de la tasa de producción de agua (Qw) y la producción acumulada de agua (Wp) del campo permitieron la evaluación, a través del programa de Algoritmos Genéticos empleado, del modelo estático generado con la técnica geoestadística propuesta. Finalmente, la vinculación de las etapas que componen la metodología propuesta permitió desarrollar una herramienta para el logro de un análisis formal y sistemático que permite resolver en forma óptima los problemas de caracterización de yacimientos por medio del uso de una nueva tecnología en el área petrolera, como es el programa de algoritmos genéticos vinculado a técnicas geoestadísticas desarrolladas. Se utilizó el simulador numérico ECLIPSE para probar la validez del modelo dinámico mediante la reproducción de histórica.",thesis_pdf/46.pdf,False
47,3-Jun-2011,Efecto de la acidez en el comportamiento de tamices moleculares para la obtención de ésteres,"Castillo A., Eduardo A.; Joubert S., Johan F.",1.63 MB,http://saber.ucv.ve/handle/10872/106,http://saber.ucv.ve/bitstream/10872/106/1/TESIS%20II.pdf,"Los catalizadores homogéneos que intervienen en la síntesis orgánica son es su mayoría corrosivos, tóxicos y a una vez usados son desechados al ambiente ocasionando problemas de contaminación, estas son algunas de las desventajas que incentivaron a los investigadores a producir nuevos catalizadores con otras propiedades que minimicen estos problemas, para tal fin se incluyeron en las reacciones de síntesis orgánica catalizadores sólidos, los cuales forman una fase heterogénea con los reactivos, son reutilizados y fácilmente recuperables. El presente trabajo de investigación se analizó el efecto de la acidez en el comportamiento de los catalizadores zeolíticos Y y 􀈕 a través de la reacción de esterificación de los ácidos carboxílicos aromáticos con metanol para la obtención de ésteres. La metodología experimental se inicio con la preparación de las zeolitas protónicas por el método indirecto el cual consiste en un intercambio con iones amonio seguido de una descomposición térmica, también se prepararon dos muestras de la zeolita Y desaluminada a través de un tratamiento hidrotérmico (DHY600 y DHY800) y dos muestras 􀈕 desaluminadas las cuales se sometieron a un tratamiento químico con una solución de ácido clorhídrico (HCL) a diferentes concentraciones obteniéndose los sólidos DH􀈕1.5 y DH􀈕3, por último se impregnaron con ácido sulfúrico (H2SO4) las zeolitas HY, DH􀈕3 y una muestra de sílice-alúmina a través del método de humedad incipiente. Los sólidos preparados se caracterizaron a través de las técnicas de difracción de rayos-X, adsorción física de nitrógeno y absorción atómica, posteriormente se evaluó la actividad catalítica de cada una de estas zeolitas a partir de la reacción de
esterificación del ácido benzoico (AcBz) con metanol (MeOH) [reacción modelo] bajo las siguientes condiciones: presión atmosférica, temperatura de 60 °C, tiempo de reacción de 24 horas, relación molar AcBz/MeOH de 1/10 y una relación másica catalizador/AcBz de 1/4. Las zeolitas HY, DHY600, DHY800 y H􀈕 no presentaron actividad catalítica. A diferencia de estas zeolitas, las desaluminadas 􀈕 si reportaron actividad catalítica con una conversión molar de 6.8 % para la DH􀈕1.5 y de 14 % para el caso de la DH􀈕3. La actividad de los sólidos impregnados fue superior, pero se presume que la misma es producto de una catálisis homogénea debido a la perdida de ácido proveniente de estos sólidos. En la reacción de esterificación del ácido phidroxibenzoico
(AcphBZ) con MeOH se obtuvo una conversión molar de 10 % utilizando la DH􀈕3 con una relación másica catalizador/AcphBz de 1/4, una relación molar AcphBZ/MeOH de 1/10, a una temperatura de 60 °C y a presión atmosférica.
En todas las reacciones la selectividad fue de 100 % con respecto a los ésteres sintetizados e del independiente catalizador utilizado y de la conversión.",thesis_pdf/47.pdf,False
48,3-Jun-2011,Análisis de factibilidad para la implantación de tecnologías de camisa expansible en el aislamiento de zonas de presión anormal en el Distrito Punta de Mata,"Cardozo C., Luis G.",10.85 MB,http://saber.ucv.ve/handle/10872/101,http://saber.ucv.ve/bitstream/10872/101/1/Luis_Cardozo_2002.pdf,"En este trabajo se realiza un análisis de factibilidad para la implantación de un sistema de Tubería Expansible para el aislamiento de zonas de baja y alta presión de yacimiento. Específicamente, se busca sustituir al revestidores colgante intermedio de 7 􀇫” en pozos profundos del Distrito Punta de Mata, área Norte de Monagas, los cuales se caracterizan por un ambiente de cementación con anulares estrechos e inestabilidad del hoyo. Adicionalmente se realiza una comparación técnico – económica entre el sistema de camisa expansible ranurada y el sistema convencional de revestidores colgantes. La metodología empleada consistió en identificar las características de los pozos en el área, para luego definir un pozo tipo cuyo patrón de diseño representara las características más comunes de la zona. A este pozo tipo se le realizó el estudio de factibilidad para realizar aislamiento zonal utilizando camisas expansibles. Aquí se demostró que la tecnología de camisas expansibles son una alternativa, técnicamente, muy atractiva. Por ser una tecnología reciente, requiere de una inversión mayor que la requerida en el uso de camisas convencionales, pero tiene un alto valor agregado al permitir una mayor flexibilidad en el diseño mecánico final de los pozos.",thesis_pdf/48.pdf,False
49,3-Jun-2011,Resistencia al desgaste y a la corrosión de un recubrimiento de nitruro de titanio obtenido por la técnica de deposición física en estado de vapor.,"Braganti D., Lebjulet",7.85 MB,http://saber.ucv.ve/handle/10872/91,http://saber.ucv.ve/bitstream/10872/91/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf,"El siguiente trabajo se realizó con el fin de determinar la resistencia al desgaste y a la
corrosión de un recubrimiento duro de TiN depositado en un acero inoxidable austenítico
AISI 316L, obtenido por deposición física en fase vapor (PVD) empleando un sistema de
bombardeo iónico mediante un magnetron desbalanceado de campo cerrado y un sistema de arco catódico. Para evaluar la resistencia al desgaste se utilizó el ensayo bola sobre disco y para determinar la resistencia a la corrosión el ensayo de la “gota”. Para esto, se sometieron a los ensayos recubrimientos de TiN sobre acero inoxidable 316L, con diferentes espesores, obtenidos  industrialmente empleando las dos técnicas de
deposición física en estado de vapor (PVD).
Para determinar la resistencia al desgaste se utilizó el ensayo de desgaste deslizante bola
sobre disco en el cual se sometió a ensayo las muestras recubiertas por la técnica de arco catódico. Este ensayo consistió en aplicar una carga normal de 5N y una distancia de deslizamiento de 1000 metros, en condiciones atmosféricas estándars y sin la presencia de lubricantes. En el cual se utilizaron bolas de alúmina y bolas de acero conformando los pares tribológicos acero 316L/Al2O3, acero 316L/ acero AISI 52100; TiN/Al2O3, TiN/ acero AISI 52100. Esto con el fin de obtener el coeficiente de fricción vs la distancia de deslizamiento. También, se obtuvo el volumen desgastado de las bolas aplicando la norma ASTM G99, área de desgaste, profundidad de la huella de desgaste y volumen desgastado de los discos.
La caracterización morfológica de los recubrimientos antes y después del ensayo se realizó empleando la técnica de microscopía electrónica de barrido (MEB). Al comparar los diferentes espesores de recubrimiento se determinó que los pares con bola de alúmina el desgaste era mayor por parte del disco, pero el caso de los pares con bolas de acero el desgaste era superior en las bolas de acero 52100, observandose que a mayor
espesor de recubrimiento mayor era el desgaste. Así mismo, las probetas recubiertas presentaron un comportamiento ante el desgaste superior al del substrato. Para determinar la resistencia a la corrosión se utilizó el ensayo de la “gota”. Este ensayo
permite realizar mediciones potenciodinámicas en la superficie de un material, empleando
un área de contacto infinitamente más pequeña en comparación con el área correspondiente al ensayo estándar (ASTM G5). En este tipo de ensayo se descarta la posibilidad de corrosión por hendidura y la eventual pérdida de la capa pasiva que se pudiera formar, fenómenos que ocurren generalmente en el ensayo tradicional. A tal fin, se sometieron al ensayo recubrimientos de TiN sobre acero inoxidable 316L, con diferentes espesores, obtenidos industrialmente empleando dos técnica de deposición física en estado de vapor (PVD). Un grupo de muestras fueron obtenidas empleando la técnica de deposición de arco catódico y el otro grupo por la técnica de deposición de ""magnetron
sputtering"". El ensayo consistió en someter un área muy reducida de las muestras (0.27 cm2) en contacto con solución de NaCl al 5%, usando como electrodo de referencia Hg/HgSO4.
La caracterización morfológica de los recubrimientos antes y después del ensayo se realizó empleando la técnica de microscopía electrónica de barrido (MEB). Al comparar el comportamiento de los recubrimientos, se determinó que los producidos empleando la técnica de ""magnetron sputtering"" presentaron excelentes propiedades ante la corrosión a diferencia de los obtenidos empleando la técnica de arco catódico, que tuvieron
un comportamiento peor que el del substrato. Como era de esperar, se observó que la
resistencia a la corrosión aumenta con el espesor del recubrimiento.",thesis_pdf/49.pdf,False
50,3-Jun-2011,Modelaje y simulación de una celda para la determinación de difusividades térmicas en polímeros empleando métodos no estacionarios.,"Cadenas H., Madelin N.; Pérez P., Tania S.",1.49 MB,http://saber.ucv.ve/handle/10872/96,http://saber.ucv.ve/bitstream/10872/96/1/TOMO%20II_entregafinal.pdf,"El presente estudio se basa en el Modelaje y Simulación de una celda con las dimensiones desarrolladas por Galarraga y Zannin (2000), para la determinación de difusividades térmicas en polímeros empleando métodos no estacionarios. A tales fines se desarrolló una metodología de cálculo y se utilizó un software de programación que permitieron determinar los perfiles de temperatura, mediante la incorporación de transferencia de calor por conducción en el eje radial y la generación de calor por cristalización, con la finalidad de mejorar el modelo propuesto por Galarraga y Zannin (2000).",thesis_pdf/50.pdf,False
51,3-Jun-2011,Análisis del comportamiento de mezclas de PP con SBS irradiados con cobalto 60,"Belgoderi V., Luis A.",3.01 MB,http://saber.ucv.ve/handle/10872/89,http://saber.ucv.ve/bitstream/10872/89/1/Tesis%20%28Tomo%20Final%29.pdf,"La radiación de macromoléculas representa una aplicación de importancia tanto en el ámbito tecnológico como de investigación, la cual se ha desarrollado para modificar las propiedades químicas y físicas de un gran número de productos hechos a partir de materiales poliméricos. Por lo tanto, el objetivo de esta investigación es el de analizar el efecto de la radicación gamma a diferentes dosis integrales sobre la mezcla física de polipropileno/estireno-butadieno-estireno (PP/SBS) a composiciones de 0, 10, 20, 30 y 40% de SBS, mediante las técnicas
de Espectroscopia de Infrarrojo, Espectroscopia de Resonancia Paramagnética
Electrónica, el comportamiento termodegradativo, grado de entrecruzamiento,
índice de fluidez, colorimetría y propiedades mecánicas. Debido a la aparición de grupos carbonilos, decaimiento del módulo de Young, la aparición de un doble pico en las curvas de fusión y el aumento vertiginoso en su índice de fluidez; se concluye que el PP puro sufre una ruptura de cadenas a medida que se aumenta la dosis de radiación. En cuanto a las mezclas con SBS se infiere que con la presencia del elastómero, la degradación es menor lo cual podría indicar que este sirve de escudo a la degradación del PP como lo demostraron las técnicas de FTIR, DSC,
colorimetría e índice de fluidez. Por último se puede concluir que se puede inferir
que es posible realizar la vulcanización del elastómero a través de la irradiación gamma.",thesis_pdf/51.pdf,False
